Nr;ID;Name;Age;Nationality;Club;Club Logo;Value;Wage;Preferred Foot;Position;Height;Weight
8933;229923;S. Stolze;23;Germany; SSV Jahn Regensburg;https://cdn.sofifa.org/teams/2/light/543.png;€875K;€3K;Right;RAM;6'0;154lbs
8934;234787;B. Tekpetey;20;Ghana;SC Paderborn 07;https://cdn.sofifa.org/teams/2/light/10030.png;€1M;€3K;Right;RM;5'8;152lbs
8935;245283;F. El Mellali;21;Algeria;Angers SCO;https://cdn.sofifa.org/teams/2/light/1530.png;€950K;€6K;Right;RW;5'6;132lbs
8936;202532;M. Doughty;25;Wales;Swindon Town;https://cdn.sofifa.org/teams/2/light/1934.png;€800K;€5K;Left;CM;6'1;179lbs
8937;202788;M. Szczepaniak;27;Poland;Miedź Legnica;https://cdn.sofifa.org/teams/2/light/112505.png;€675K;€2K;Right;ST;6'0;161lbs
8938;214308;A. Martínez;24;Chile;Audax Italiano;https://cdn.sofifa.org/teams/2/light/101097.png;€850K;€2K;Right;LM;5'9;152lbs
8939;185380;T. Teniste;30;Estonia;SK Brann;https://cdn.sofifa.org/teams/2/light/919.png;€475K;€2K;Right;RB;5'8;143lbs
8940;210213;G. Korte;24;Netherlands;NAC Breda;https://cdn.sofifa.org/teams/2/light/1904.png;€800K;€3K;Right;LM;5'7;157lbs
8941;163621;B. Alnwick;31;England;Bolton Wanderers;https://cdn.sofifa.org/teams/2/light/4.png;€400K;€3K;Right;GK;6'0;176lbs
8942;231973;D. Acosta;20;United States;Real Salt Lake;https://cdn.sofifa.org/teams/2/light/111065.png;€1.1M;€2K;Left;LB;5'11;170lbs
8943;239397;B. Manu;21;Germany;Hallescher FC;https://cdn.sofifa.org/teams/2/light/110482.png;€1M;€1K;Right;LM;5'6;152lbs
8944;210726;Jin Seong Wook;24;Korea Republic;Jeju United FC;https://cdn.sofifa.org/teams/2/light/1478.png;€925K;€2K;Left;ST;6'0;172lbs
8945;233254;S. Akasaki;26;Japan;Kawasaki Frontale;https://cdn.sofifa.org/teams/2/light/111730.png;€700K;€3K;Right;ST;5'9;154lbs
8946;234534;S. N'Guessan;23;Ivory Coast;AS Nancy Lorraine;https://cdn.sofifa.org/teams/2/light/1823.png;€875K;€2K;Right;LDM;5'5;143lbs
8947;182822;A. Angoula;37;France;La Berrichonne de Châteauroux;https://cdn.sofifa.org/teams/2/light/212.png;€90K;€1K;Right;CB;6'0;181lbs
8948;213543;K. Pedersen;25;Denmark;Aalborg BK;https://cdn.sofifa.org/teams/2/light/820.png;€725K;€4K;Right;LCB;6'1;165lbs
8949;190247;J. Brayford;30;England;Burton Albion;https://cdn.sofifa.org/teams/2/light/15015.png;€475K;€3K;Right;RCB;5'8;157lbs
8950;198952;S. Suciu;28;Romania;Venezia FC;https://cdn.sofifa.org/teams/2/light/205.png;€650K;€2K;Right;CM;6'0;168lbs
8951;208424;M. Ricci;24;Italy;Spezia;https://cdn.sofifa.org/teams/2/light/110741.png;€825K;€1K;Right;CM;5'9;139lbs
8952;229416;Morillas;31;Spain;CF Rayo Majadahonda;https://cdn.sofifa.org/teams/2/light/110066.png;€425K;€2K;Left;LB;6'1;165lbs
8953;169000;K. Andersen;32;Belgium;SC Fortuna Köln;https://cdn.sofifa.org/teams/2/light/110169.png;€500K;€1K;Right;CAM;6'0;161lbs
8954;242216;F. Varela;22;Argentina;CF Rayo Majadahonda;https://cdn.sofifa.org/teams/2/light/110066.png;€1M;€3K;Right;CAM;5'9;141lbs
8955;189224;Júnior Negão;31;Brazil;Ulsan Hyundai FC;https://cdn.sofifa.org/teams/2/light/1473.png;€575K;€3K;Left;ST;6'2;183lbs
8956;189736;F. Casarini;28;Italy;Ascoli;https://cdn.sofifa.org/teams/2/light/1847.png;€650K;€2K;Right;CM;5'10;163lbs
8957;205609;J. Omolo;28;Kenya;KSV Cercle Brugge;https://cdn.sofifa.org/teams/2/light/1750.png;€525K;€4K;Right;CDM;5'10;161lbs
8958;210217;C. Chapman;23;Australia;Pohang Steelers;https://cdn.sofifa.org/teams/2/light/1474.png;€725K;€2K;Right;LCM;6'2;183lbs
8959;213801;Rúben Oliveira;23;Portugal;CD Aves;https://cdn.sofifa.org/teams/2/light/666.png;€900K;€3K;Right;CAM;5'7;146lbs
8960;219689;S. Lizana;25;Chile;CD Palestino;https://cdn.sofifa.org/teams/2/light/111328.png;€775K;€2K;Right;CAM;5'6;150lbs
8961;221482;K. Hidalgo;22;Chile;CD Huachipato;https://cdn.sofifa.org/teams/2/light/111327.png;€725K;€1K;Right;CB;5'10;161lbs
8962;157482;J. Mackie;32;Scotland;Oxford United;https://cdn.sofifa.org/teams/2/light/1951.png;€525K;€4K;Right;ST;5'8;157lbs
8963;237098;Han Seung Gyu;21;Korea Republic;Ulsan Hyundai FC;https://cdn.sofifa.org/teams/2/light/1473.png;€950K;€2K;Right;LM;5'7;139lbs
8964;230187;Narcisso Mau;30;Brazil;Ceará Sporting Club;https://cdn.sofifa.org/teams/2/light/111059.png;€475K;€6K;Right;LB;5'10;159lbs
8965;240683;L. Reis;18;Netherlands;FC Groningen;https://cdn.sofifa.org/teams/2/light/1915.png;€1.1M;€1K;Right;RDM;5'10;165lbs
8966;245035;C. Gomes;17;France;Manchester City;https://cdn.sofifa.org/teams/2/light/10.png;€1.1M;€10K;Right;CDM;5'11;154lbs
8967;239660;L. Angulo;22;Colombia;Independiente Medellín;https://cdn.sofifa.org/teams/2/light/101103.png;€900K;€1K;Right;LCM;5'7;154lbs
8968;183596;E. Domaschke;32;Germany;SV Meppen;https://cdn.sofifa.org/teams/2/light/110597.png;€375K;€1K;Right;GK;6'2;190lbs
8969;193580;M. Nizam;27;Turkey;Antalyaspor;https://cdn.sofifa.org/teams/2/light/741.png;€525K;€5K;Left;LB;6'0;163lbs
8970;203309;B. Halloran;26;Australia;Adelaide United;https://cdn.sofifa.org/teams/2/light/111393.png;€750K;€2K;Right;RW;6'0;170lbs
8971;210477;P. Möschl;25;Austria;SG Dynamo Dresden;https://cdn.sofifa.org/teams/2/light/503.png;€775K;€6K;Right;RW;5'9;150lbs
8972;220205;M. Milec;26;Slovenia;;https://cdn.sofifa.org/flags/44.png;€ 0;€ 0;Right;RB;5'9;152lbs
8973;229677;F. Bambock;23;France;Córdoba CF;https://cdn.sofifa.org/teams/2/light/1867.png;€700K;€2K;Right;CDM;5'11;172lbs
8974;238637;S. Vasiliadis;20;Germany;SC Paderborn 07;https://cdn.sofifa.org/teams/2/light/10030.png;€1.1M;€3K;Right;CAM;5'9;165lbs
8975;239917;Rui Silva;22;Portugal;Santa Clara;https://cdn.sofifa.org/teams/2/light/1438.png;€900K;€3K;Right;RB;5'10;150lbs
8976;240685;T. van de Looi;18;Netherlands;FC Groningen;https://cdn.sofifa.org/teams/2/light/1915.png;€1.1M;€1K;Right;CM;5'11;165lbs
8977;178221;M. Orozco;32;United States;Lobos BUAP;https://cdn.sofifa.org/teams/2/light/111035.png;€375K;€3K;Right;RCB;5'9;168lbs
8978;208174;M. N'Doye;26;Senegal;GFC Ajaccio;https://cdn.sofifa.org/teams/2/light/110316.png;€775K;€2K;Right;LCM;5'9;148lbs
8979;210990;E. Sarraj;28;Saudi Arabia;Ohod Club;https://cdn.sofifa.org/teams/2/light/113219.png;€675K;€7K;Right;ST;5'11;165lbs
8980;232750;Fabio;29;Brazil;Gamba Osaka;https://cdn.sofifa.org/teams/2/light/112093.png;€500K;€4K;Right;LCB;6'1;172lbs
8981;202799;J. Graham;23;England;Ipswich Town;https://cdn.sofifa.org/teams/2/light/94.png;€850K;€15K;Right;LM;6'0;161lbs
8982;214063;E. Farias;29;Chile;Deportes Iquique;https://cdn.sofifa.org/teams/2/light/112531.png;€500K;€1K;Left;CDM;5'10;157lbs
8983;217391;Mica Pinto;25;Portugal;Fortuna Sittard;https://cdn.sofifa.org/teams/2/light/634.png;€650K;€2K;Left;LB;5'9;170lbs
8984;217647;J. Tanaka;30;Japan;Vissel Kobe;https://cdn.sofifa.org/teams/2/light/101146.png;€600K;€3K;Left;LM;5'11;165lbs
8985;225071;B. Whiteman;22;England;Doncaster Rovers;https://cdn.sofifa.org/teams/2/light/142.png;€725K;€3K;Right;CDM;6'1;150lbs
8986;230447;Nazario Serpe;26;Brazil;Bahia;https://cdn.sofifa.org/teams/2/light/1598.png;€550K;€4K;Right;CDM;5'10;170lbs
8987;243759;I. Arce;26;Argentina;San Martin de Tucumán;https://cdn.sofifa.org/teams/2/light/111714.png;€550K;€3K;Right;GK;5'11;157lbs
8988;221488;R. Hollingshead;27;United States;FC Dallas;https://cdn.sofifa.org/teams/2/light/695.png;€600K;€2K;Right;LB;6'1;181lbs
8989;230192;Botelhinonsa;30;Brazil;Atlético Paranaense;https://cdn.sofifa.org/teams/2/light/1039.png;€475K;€4K;Right;RB;6'0;168lbs
8990;238385;Lim Chan Wool;23;Korea Republic;Gangwon FC;https://cdn.sofifa.org/teams/2/light/112115.png;€875K;€2K;Right;RW;5'9;157lbs
8991;239921;Joca;22;Portugal;Rio Ave FC;https://cdn.sofifa.org/teams/2/light/744.png;€875K;€3K;Right;CAM;5'6;139lbs
8992;240689;J. Sandoval;31;Uruguay;Argentinos Juniors;https://cdn.sofifa.org/teams/2/light/111019.png;€425K;€4K;Right;RB;5'10;170lbs
8993;244273;B. Knežević;21;Croatia;Dinamo Zagreb;https://cdn.sofifa.org/teams/2/light/211.png;€750K;€1K;Right;CDM;5'10;165lbs
8994;196145;Y. Anchico;34;Colombia;Independiente Medellín;https://cdn.sofifa.org/teams/2/light/101103.png;€325K;€1K;Right;CM;6'0;165lbs
8995;226098;F. Del Sole;20;Italy;Pescara;https://cdn.sofifa.org/teams/2/light/200.png;€1M;€19K;Left;RW;5'10;150lbs
8996;226866;Dálcio;22;Portugal;Os Belenenses;https://cdn.sofifa.org/teams/2/light/1889.png;€900K;€3K;Left;CAM;5'11;148lbs
8997;163634;F. Cosenza;32;Italy;Lecce;https://cdn.sofifa.org/teams/2/light/347.png;€375K;€1K;Right;CB;6'2;192lbs
8998;241202;P. Daka;19;Zambia;FC Red Bull Salzburg;https://cdn.sofifa.org/teams/2/light/191.png;€1.4M;€6K;Right;ST;6'0;157lbs
8999;246066;O. Ribera;26;Bolivia;;https://cdn.sofifa.org/flags/53.png;€ 0;€ 0;Right;RB;5'9;154lbs
9000;200499;V. Andriuškevičius;27;Lithuania;DC United;https://cdn.sofifa.org/teams/2/light/688.png;€525K;€2K;Left;LB;6'2;176lbs
9001;137267;R. Clark;35;United States;Columbus Crew SC;https://cdn.sofifa.org/teams/2/light/687.png;€150K;€2K;Right;CDM;5'10;165lbs
9002;202803;M. Angha;24;Switzerland;FC Sion;https://cdn.sofifa.org/teams/2/light/110770.png;€825K;€7K;Right;CB;6'2;174lbs
9003;232755;J. Dasilva;20;England;Bristol City;https://cdn.sofifa.org/teams/2/light/1919.png;€1.3M;€8K;Left;LB;5'7;141lbs
9004;238643;M. Bär;26;Germany;VfR Aalen;https://cdn.sofifa.org/teams/2/light/550.png;€750K;€1K;Right;RS;6'0;176lbs
9005;242995;J. Mora;25;Costa Rica;DC United;https://cdn.sofifa.org/teams/2/light/688.png;€700K;€2K;Left;LB;5'9;132lbs
9006;243763;G. Rodríguez;27;Argentina;San Martin de Tucumán;https://cdn.sofifa.org/teams/2/light/111714.png;€675K;€4K;Right;RW;5'10;152lbs
9007;205876;F. Diarra;26;Mali;La Berrichonne de Châteauroux;https://cdn.sofifa.org/teams/2/light/212.png;€825K;€2K;Right;ST;5'9;154lbs
9008;197941;K. Igboananike;29;Nigeria;Örebro SK;https://cdn.sofifa.org/teams/2/light/705.png;€650K;€2K;Right;ST;5'9;154lbs
9009;213301;S. Horvath;21;Austria;SG Dynamo Dresden;https://cdn.sofifa.org/teams/2/light/503.png;€875K;€4K;Right;RM;5'5;148lbs
9010;239669;J. Levi;22;Sweden;Rosenborg BK;https://cdn.sofifa.org/teams/2/light/298.png;€950K;€2K;Left;RW;6'1;165lbs
9011;206134;D. Cole;23;England;Burton Albion;https://cdn.sofifa.org/teams/2/light/15015.png;€925K;€14K;Right;ST;6'1;161lbs
9012;210742;M. Hallberg;22;Sweden;Vejle Boldklub;https://cdn.sofifa.org/teams/2/light/822.png;€900K;€3K;Right;RCM;5'11;152lbs
9013;224566;Carlos Blanco;22;Spain;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;€825K;€7K;Right;CB;6'2;154lbs
9014;241462;R. Guerra;21;Uruguay;Gimnàstic de Tarragona;https://cdn.sofifa.org/teams/2/light/15019.png;€1M;€6K;Right;CM;6'0;165lbs
9015;186422;S. Scannell;27;Republic of Ireland;Bradford City;https://cdn.sofifa.org/teams/2/light/1804.png;€675K;€4K;Right;RM;5'9;161lbs
9016;195126;J. Marquis;26;England;Doncaster Rovers;https://cdn.sofifa.org/teams/2/light/142.png;€825K;€4K;Right;ST;6'1;161lbs
9017;202295;Park Gi Dong;29;Korea Republic;Suwon Samsung Bluewings;https://cdn.sofifa.org/teams/2/light/983.png;€650K;€3K;Left;ST;6'3;183lbs
9018;222263;N. Jackers;20;Belgium;KRC Genk;https://cdn.sofifa.org/teams/2/light/673.png;€750K;€2K;Right;GK;6'2;176lbs
9019;238647;M. Schröter;22;Germany;FSV Zwickau;https://cdn.sofifa.org/teams/2/light/110592.png;€750K;€1K;Right;RM;6'0;165lbs
9020;177719;L. Broź;32;Poland;Śląsk Wrocław;https://cdn.sofifa.org/teams/2/light/111092.png;€350K;€2K;Right;RB;5'11;163lbs
9021;215864;J. Dodoo;23;Ghana;Blackpool;https://cdn.sofifa.org/teams/2/light/1926.png;€1M;€13K;Right;LS;6'0;154lbs
9022;228408;C. Ronan;20;Republic of Ireland;Walsall;https://cdn.sofifa.org/teams/2/light/1803.png;€1.1M;€13K;Right;CM;5'7;148lbs
9023;230200;Edenildo Lagoas;30;Brazil;Ceará Sporting Club;https://cdn.sofifa.org/teams/2/light/111059.png;€475K;€6K;Right;RB;5'11;165lbs
9024;165176;S. Freis;33;Germany; SSV Jahn Regensburg;https://cdn.sofifa.org/teams/2/light/543.png;€400K;€4K;Right;LM;6'0;172lbs
9025;232760;E. Diaw;23;Senegal;Korona Kielce;https://cdn.sofifa.org/teams/2/light/111083.png;€725K;€2K;Left;LCB;6'4;187lbs
9026;238392;E. Owusu;20;France;FC Sochaux-Montbéliard;https://cdn.sofifa.org/teams/2/light/226.png;€1.3M;€10K;Right;CDM;6'0;159lbs
9027;184376;L. Vácha;29;Czech Republic;Sparta Praha;https://cdn.sofifa.org/teams/2/light/267.png;€500K;€1K;Right;CDM;5'9;159lbs
9028;200505;L. Hutten;28;Netherlands;Fortuna Sittard;https://cdn.sofifa.org/teams/2/light/634.png;€650K;€3K;Right;CAM;5'11;159lbs
9029;225849;M. Dittgen;23;Germany;SV Wehen Wiesbaden;https://cdn.sofifa.org/teams/2/light/492.png;€825K;€2K;Left;LM;6'0;170lbs
9030;233017;Park Han Bin;20;Korea Republic;Daegu FC;https://cdn.sofifa.org/teams/2/light/2056.png;€1.1M;€2K;Right;CM;6'0;165lbs
9031;238137;R. Matsuda;26;Japan;Cerezo Osaka;https://cdn.sofifa.org/teams/2/light/101148.png;€550K;€3K;Right;RB;5'7;152lbs
9032;238649;D. Frick;28;Germany;FSV Zwickau;https://cdn.sofifa.org/teams/2/light/110592.png;€525K;€1K;Right;LDM;6'2;185lbs
9033;241465;Chuca;21;Spain;Elche CF;https://cdn.sofifa.org/teams/2/light/468.png;€975K;€6K;Right;CM;5'11;165lbs
9034;186937;A. Lamas;34;Uruguay;Atlético Tucumán;https://cdn.sofifa.org/teams/2/light/111708.png;€200K;€3K;Left;CB;6'2;181lbs
9035;209210;A. Grant;24;Australia;Perth Glory;https://cdn.sofifa.org/teams/2/light/111399.png;€700K;€2K;Left;LCB;6'3;194lbs
9036;211002;Hwang Seok Ho;29;Korea Republic;Shimizu S-Pulse;https://cdn.sofifa.org/teams/2/light/101149.png;€500K;€2K;Right;RCB;6'0;165lbs
9037;224826;G. Berthier;22;France;Red Star FC;https://cdn.sofifa.org/teams/2/light/111273.png;€1M;€5K;Left;LM;5'10;143lbs
9038;235834;F. Depaoli;21;Italy;Chievo Verona;https://cdn.sofifa.org/teams/2/light/192.png;€1.2M;€4K;Right;RM;5'10;157lbs
9039;214843;E. Godoy;31;Chile;Curicó Unido;https://cdn.sofifa.org/teams/2/light/112655.png;€425K;€1K;Left;CB;6'2;170lbs
9040;231227;N. Dorsch;20;Germany;1. FC Heidenheim 1846;https://cdn.sofifa.org/teams/2/light/111235.png;€1.1M;€3K;Right;RDM;5'10;159lbs
9041;235579;M. Massop;24;Netherlands;Waasland-Beveren;https://cdn.sofifa.org/teams/2/light/110913.png;€700K;€3K;Left;LWB;6'0;165lbs
9042;193851;D. Blacha;27;Poland;VfL Osnabrück;https://cdn.sofifa.org/teams/2/light/487.png;€650K;€2K;Right;LDM;5'9;159lbs
9043;228156;A. Angulo;21;Colombia;Rionegro Águilas;https://cdn.sofifa.org/teams/2/light/112578.png;€900K;€1K;Left;LB;5'8;150lbs
9044;235324;R. Niemeijer;23;Netherlands;FC Emmen;https://cdn.sofifa.org/teams/2/light/100628.png;€850K;€2K;Right;CAM;5'10;157lbs
9045;240956;M. Melluso;20;Argentina;Gimnasia y Esgrima La Plata;https://cdn.sofifa.org/teams/2/light/101084.png;€1.3M;€3K;Left;LB;5'7;139lbs
9046;202301;Kim Ho Nam;29;Korea Republic;Jeju United FC;https://cdn.sofifa.org/teams/2/light/1478.png;€625K;€2K;Right;RM;5'10;159lbs
9047;213822;L. Cabrera;24;Chile;Audax Italiano;https://cdn.sofifa.org/teams/2/light/101097.png;€700K;€1K;Right;CDM;5'6;161lbs
9048;224062;P. Dziczek;20;Poland;Piast Gliwice;https://cdn.sofifa.org/teams/2/light/111086.png;€825K;€2K;Right;RDM;5'10;154lbs
9049;235582;L. Badiashile;20;France;AS Monaco;https://cdn.sofifa.org/teams/2/light/69.png;€725K;€8K;Right;GK;6'1;176lbs
9050;221503;H. Shipp;26;United States;Seattle Sounders FC;https://cdn.sofifa.org/teams/2/light/111144.png;€700K;€3K;Right;LM;5'9;146lbs
9051;190015;O. Cissokho;31;Senegal;US Orléans Loiret Football;https://cdn.sofifa.org/teams/2/light/112276.png;€575K;€2K;Left;LM;5'9;150lbs
9052;192063;Ricardinho;28;Brazil;Wisła Płock;https://cdn.sofifa.org/teams/2/light/1569.png;€675K;€3K;Right;ST;5'9;161lbs
9053;193087;P. Tomasik;30;Poland;Lech Poznań;https://cdn.sofifa.org/teams/2/light/873.png;€475K;€3K;Left;LB;5'10;159lbs
9054;200256;T. Leugers;27;Germany;SV Meppen;https://cdn.sofifa.org/teams/2/light/110597.png;€600K;€1K;Left;LDM;6'0;165lbs
9055;232768;T. Wada;27;Japan;Sanfrecce Hiroshima;https://cdn.sofifa.org/teams/2/light/113157.png;€525K;€4K;Left;RB;5'7;139lbs
9056;235328;A. Beghetto;23;Italy;Frosinone;https://cdn.sofifa.org/teams/2/light/111657.png;€875K;€4K;Left;LM;5'10;165lbs
9057;191552;M. Inoha;32;Japan;Vissel Kobe;https://cdn.sofifa.org/teams/2/light/101146.png;€375K;€3K;Right;RCM;5'10;163lbs
9058;198721;D. Cappelletti;26;Italy;Padova;https://cdn.sofifa.org/teams/2/light/110912.png;€625K;€1K;Right;CB;6'0;168lbs
9059;214081;D. Murillo;24;Colombia;Junior FC;https://cdn.sofifa.org/teams/2/light/101101.png;€725K;€1K;Right;RB;5'10;165lbs
9060;224065;D. Blanco;23;Argentina;Defensa y Justicia;https://cdn.sofifa.org/teams/2/light/111710.png;€975K;€5K;Right;LCM;5'6;139lbs
9061;235073;G. Kobel;20;Switzerland;TSG 1899 Hoffenheim;https://cdn.sofifa.org/teams/2/light/10029.png;€1M;€4K;Right;GK;6'4;198lbs
9062;199746;J. Bøge;28;Denmark;Hobro IK;https://cdn.sofifa.org/teams/2/light/112425.png;€500K;€3K;Right;RB;5'11;154lbs
9063;205378;B. Valette;25;France;Nîmes Olympique;https://cdn.sofifa.org/teams/2/light/224.png;€525K;€4K;Right;GK;6'1;172lbs
9064;170818;S. Davies;30;England;Blackpool;https://cdn.sofifa.org/teams/2/light/1926.png;€625K;€4K;Left;ST;6'1;161lbs
9065;244546;F. Proia;22;Italy;Cittadella;https://cdn.sofifa.org/teams/2/light/111993.png;€925K;€1K;Right;LCM;6'1;168lbs
9066;245058;O. Kiteishvili;22;Georgia;SK Sturm Graz;https://cdn.sofifa.org/teams/2/light/209.png;€1.1M;€5K;Right;LF;5'8;143lbs
9067;202819;C. Forrester;25;Republic of Ireland;Aberdeen;https://cdn.sofifa.org/teams/2/light/77.png;€750K;€2K;Right;CDM;5'11;150lbs
9068;214339;D. Balanta;24;Colombia;Junior FC;https://cdn.sofifa.org/teams/2/light/101101.png;€750K;€1K;Right;LCB;6'1;179lbs
9069;215363;L. Montipó;22;Italy;Benevento;https://cdn.sofifa.org/teams/2/light/112026.png;€900K;€1K;Right;GK;6'3;181lbs
9070;224067;J. Tverskov;25;Denmark;Odense Boldklub;https://cdn.sofifa.org/teams/2/light/272.png;€725K;€4K;Right;CB;6'1;187lbs
9071;228675;D. Barinov;21;Russia;Lokomotiv Moscow;https://cdn.sofifa.org/teams/2/light/100765.png;€925K;€1K;Left;CDM;5'10;159lbs
9072;169539;M. Hughes;31;England;Accrington Stanley;https://cdn.sofifa.org/teams/2/light/110313.png;€425K;€2K;Right;LCB;6'2;183lbs
9073;204100;S. Brandstetter;28;Germany;SV Wehen Wiesbaden;https://cdn.sofifa.org/teams/2/light/492.png;€675K;€3K;Right;ST;6'2;183lbs
9074;237892;R. Seuntjens;29;Netherlands;VVV-Venlo;https://cdn.sofifa.org/teams/2/light/100651.png;€625K;€3K;Right;RCM;6'4;205lbs
9075;207429;D. Samuel;24;England;Blackburn Rovers;https://cdn.sofifa.org/teams/2/light/3.png;€875K;€11K;Right;ST;6'0;152lbs
9076;219461;E. Palmer-Brown;21;United States;NAC Breda;https://cdn.sofifa.org/teams/2/light/1904.png;€975K;€2K;Right;LCB;6'1;174lbs
9077;219717;Y. González;23;Colombia;Junior FC;https://cdn.sofifa.org/teams/2/light/101101.png;€850K;€1K;Right;CAM;6'0;179lbs
9078;223813;D. van Bruggen;22;Netherlands;VVV-Venlo;https://cdn.sofifa.org/teams/2/light/100651.png;€775K;€2K;Right;CB;6'0;179lbs
9079;229445;G. Pacheco;29;Chile;CD Universidad de Concepción;https://cdn.sofifa.org/teams/2/light/112534.png;€475K;€2K;Right;RB;5'11;168lbs
9080;229701;P. Ochs;21;Germany;Aalborg BK;https://cdn.sofifa.org/teams/2/light/820.png;€1.4M;€7K;Left;LM;5'9;165lbs
9081;231749;Miguelón;22;Spain;Villarreal CF;https://cdn.sofifa.org/teams/2/light/483.png;€850K;€7K;Right;RB;5'9;154lbs
9082;175941;J. Horn;31;Norway;Sarpsborg 08 FF;https://cdn.sofifa.org/teams/2/light/112199.png;€425K;€2K;Right;CB;6'2;183lbs
9083;205382;E. Boldewijn;25;Netherlands;Notts County;https://cdn.sofifa.org/teams/2/light/1937.png;€775K;€6K;Right;RM;6'1;168lbs
9084;207942;Stéfano Pinho;27;Brazil;Orlando City SC;https://cdn.sofifa.org/teams/2/light/112606.png;€750K;€3K;Right;ST;6'0;165lbs
9085;220230;P. Bochniewicz;22;Poland;Górnik Zabrze;https://cdn.sofifa.org/teams/2/light/420.png;€775K;€6K;Left;LCB;6'4;187lbs
9086;227398;E. Caicedo;23;Colombia;Deportivo Cali;https://cdn.sofifa.org/teams/2/light/101102.png;€850K;€1K;Left;CB;6'1;174lbs
9087;235590;P. Sisniega;22;Mexico;Real Sociedad;https://cdn.sofifa.org/teams/2/light/457.png;€675K;€5K;Right;GK;6'4;174lbs
9088;240454;F. Wadja;23;Cameroon;FC Lorient;https://cdn.sofifa.org/teams/2/light/217.png;€750K;€2K;Right;CDM;6'1;183lbs
9089;209223;A. Al Faraj;29;Saudi Arabia;Al Nassr;https://cdn.sofifa.org/teams/2/light/112139.png;€500K;€10K;Right;LB;5'8;150lbs
9090;212039;S. Al Muwallad;27;Saudi Arabia;Al Ahli;https://cdn.sofifa.org/teams/2/light/112387.png;€600K;€10K;Right;RB;6'0;174lbs
9091;181831;Yang Cheng;32;China PR;Hebei China Fortune FC;https://cdn.sofifa.org/teams/2/light/112978.png;€375K;€3K;Right;GK;6'1;170lbs
9092;117063;N. Douchez;38;France;Red Star FC;https://cdn.sofifa.org/teams/2/light/111273.png;€40K;€1K;Right;GK;6'1;187lbs
9093;212040;U. Jenssen;21;Norway;FC Nordsjælland;https://cdn.sofifa.org/teams/2/light/1788.png;€925K;€3K;Left;LCB;6'1;181lbs
9094;214088;C. Dawson;22;England;Sheffield Wednesday;https://cdn.sofifa.org/teams/2/light/1807.png;€700K;€5K;Right;GK;6'4;152lbs
9095;230984;F. Gino;25;Uruguay;Club Atlético Aldosivi;https://cdn.sofifa.org/teams/2/light/111707.png;€850K;€4K;Right;RCM;5'9;154lbs
9096;243016;Alberto Soro;19;Spain;Real Zaragoza;https://cdn.sofifa.org/teams/2/light/244.png;€1.4M;€2K;Left;CAM;5'8;139lbs
9097;227145;C. Carrillo;25;Colombia;Millonarios FC;https://cdn.sofifa.org/teams/2/light/101105.png;€700K;€1K;Right;RCM;5'10;143lbs
9098;245065;D. Palacios;18;Ecuador;Willem II;https://cdn.sofifa.org/teams/2/light/1907.png;€775K;€1K;Left;LB;5'7;148lbs
9099;193865;A. Baclet;32;France;Cosenza;https://cdn.sofifa.org/teams/2/light/112168.png;€525K;€1K;Left;ST;5'11;176lbs
9100;140618;E. Jääger;33;Estonia;Vålerenga Fotball;https://cdn.sofifa.org/teams/2/light/920.png;€260K;€2K;Right;CB;5'9;161lbs
9101;215370;M. Hofmann;24;Austria;SK Rapid Wien;https://cdn.sofifa.org/teams/2/light/254.png;€675K;€4K;Right;CB;6'0;154lbs
9102;223306;J. Jach;24;Poland;Çaykur Rizespor;https://cdn.sofifa.org/teams/2/light/101037.png;€775K;€11K;Left;CB;6'4;179lbs
9103;224842;G. Docherty;21;Scotland;Shrewsbury;https://cdn.sofifa.org/teams/2/light/127.png;€1.1M;€10K;Right;LCM;5'10;159lbs
9104;228426;L. Escorcia;21;Colombia;Jaguares de Córdoba;https://cdn.sofifa.org/teams/2/light/112903.png;€925K;€1K;Right;RCB;6'1;168lbs
9105;228682;R. Rebolledo;21;Chile;Universidad Católica;https://cdn.sofifa.org/teams/2/light/110975.png;€700K;€2K;Right;RB;5'7;139lbs
9106;234826;Toni Martínez;21;Spain;CF Rayo Majadahonda;https://cdn.sofifa.org/teams/2/light/110066.png;€1.4M;€16K;Right;ST;5'11;154lbs
9107;240458;Ander Guevara;20;Spain;Real Sociedad;https://cdn.sofifa.org/teams/2/light/457.png;€1M;€6K;Right;CM;5'11;161lbs
9108;203851;D. Drescher;28;Austria;SKN St. Pölten;https://cdn.sofifa.org/teams/2/light/112075.png;€525K;€5K;Left;LCB;6'3;187lbs
9109;213835;J. Gammelby;23;Denmark;Brøndby IF;https://cdn.sofifa.org/teams/2/light/269.png;€850K;€6K;Right;RB;6'4;176lbs
9110;222027;J. Watts;26;United States;Houston Dynamo;https://cdn.sofifa.org/teams/2/light/698.png;€675K;€2K;Right;CB;6'2;154lbs
9111;171083;R. O'Donovan;32;Republic of Ireland;Newcastle Jets;https://cdn.sofifa.org/teams/2/light/111398.png;€525K;€2K;Right;ST;5'10;141lbs
9112;237131;J. Rodríguez;22;Mexico;Club León;https://cdn.sofifa.org/teams/2/light/110781.png;€850K;€7K;Left;LDM;5'7;134lbs
